553d27175f61dd04261b8651,Sole Repair Shop ,People for Pamela Banks Campaign Kick-Off,"Greetings!<br>I look forward to meeting with community members, community leaders and of course neighbors like you as we assemble a true, Seattle-style grass roots campaign for District 3.<br>We have the opportunity to bring new leadership to the Council that reflects the diversity of our city. This is the time to build great neighborhoods for all members of District 3, I invite you to come join the conversation.<br>We are delighted to have Jamil’s Big Easy catering the event and the soulful voice of Ms. Josephine Howell.<br>See you on the 27th!<br>-Pamela",4/27/2015 5:30pm,4/27/2015 7:30pm,start,553d2375b294237cdf412332,
553d27345f61dd04261b8652,Washington Park Arboretum,Fiddleheads Family Nature Class,"Fiddleheads Family Nature Class this winter, and make connections with the natural world that will last a lifetime. Through science-based exploration and outdoor play preschoolers and their caregivers will experience the UW Botanic Gardens using their senses.<br>Class will begin with an opportunity to explore several learning stations based on the week’s theme where your child can practice fine motor skills, sensory investigation, creativity, and pre-math and literacy skills. Then the group will gather together to do a name rhyme and topic introduction before heading out on a hike.<br>Along the way, we will play a game and listen to a story related to the theme. Above all, we will explore and let the natural curiosity of the young ones direct our adventures.",4/28/2015 10:00am,4/28/2015 12:00pm,start,"553d23a4b294237cdf412333,553549d4c7bf45e600d54166",
553d275d5f61dd04261b8653,Miller Community Center,Mighty Mites Indoor Playground,"Our toddler gym (Ages 0-5) features a bouncy house, tons of toys, balls, cars, and much more. Perfect for rainy day play.",4/28/2015 10:00am,4/28/2015 12:00pm,start,553549d4c7bf45e600d54166,
553d278c5f61dd04261b8654,Orion Center / YouthCare,Barista Training/Education Program Open House,No description,4/28/2015 3:00pm,4/28/2015 5:00pm,start,553d23a4b294237cdf412333,
553d27a75f61dd04261b8655,Aegis on Madison,Aging with Pride: Film Screening & Conversation about LGBTQ Older Adults,"Join us for Gen Silent (2011), a critically-acclaimed documentary about the lives of six LGBTQ seniors.<br>You will also hear the latest insights from Caring and Aging with Pride Over Time – the first and largest study of LGBTQ older adults.<br>This research – funded by the National Institutes of Health and the National Institute on Aging – is presented by Charles P. Hoy-Ellis, LICSW, PhC and led by Professor Karen Fredriksen-Goldsen, PhD from UW School of Social Work.<br>FREE<br>Limited valet parking available.<br>Get tickets in advance: http://agingpride.bpt.me<br>Questions? Leonid Orlov, (206) 861-8784 (206) 861-8784.",4/28/2015 6:00pm,4/28/2015 8:00pm,start,553d23a4b294237cdf412333,
553d27b65f61dd04261b8656,Sam's Tavern,Pub Trivia,"More fun than a barrel full of monkeys… Pub Trivia. Get drinks as prizes for answering questions correctly.  Great food, great drinks, and some questions to answer to get more beer and food. It’s free to play, $50 for the first place team, toward your bar tab. So come early and get a great seat. Invite friends and get a team of up to eight players.",4/28/2015 7:00pm,4/28/2015 10:00pm,start,"55352fda846af9640a518a08,55352fda846af9640a518a05,55352fda846af9640a518a06",weekly
553d27ff5f61dd04261b8657,12th Ave Arts,An Evening of Extraordinary Circus,"Acrobatic Conundrum, Seattle’s premier contemporary circus company, culminates a successful nine-city, West Coast tour with two final performances of “The Language of Chance: An Evening of Extraordinary Circus.” The show blurs the lines between dance, theater, and circus and offers thrilling circus aerial and acrobatics, delightful clowning, and intriguing physical theatre. Inspired by author Jorge Luis Borges’ magical realist tale, The Library of Babel, the show consists of two works created exclusively for this talented group of professional artists: “A Book is Not a Ladder” by Seattle-based choreographer and director KT Niehoff and “Secret Passages” by Vashon-based UMO Ensemble Executive Artist Elizabeth Klob. It’s a show that is sure to charm and fascinate audiences of all stripes.",4/28/2015 7:30pm,4/28/2015 9:30pm,start,55352fda846af9640a518a0f,
553d28135f61dd04261b8658,Canterbury Ale House,Trivia Night,"More fun than a barrel full of monkeys… Pub Trivia. Get drinks as prizes for answering questions correctly. Great food, great drinks, and some questions to answer to get more beer and food. It’s free to play, prizes to top teams. So come early and get a great seat. Invite friends and get a team of up to eight players.<br>Enter to win a tasty beverage by answering the weekly question.<br>A neighborhood pub featuring dishes from Executive Chef Cormac Mahoney. Located between the hospital and cemetery. 30 beers on tap, pool table, shuffle board table and darts.",4/28/2015 8:00pm,4/29/2015 12:00am,start,"55352fda846af9640a518a08,55352fda846af9640a518a05,55352fda846af9640a518a06",weekly
553d28715f61dd04261b8659,Montlake Fuel,Celebrate Story Time With Fuel,Stop by on your wat to story time at the Montlake Public Library and get a FREE kid's cocoa with the purchase of any coffee drink!,4/29/2015 10:00am,4/29/2015 11:00am,start,553549d4c7bf45e600d54166,
553d27345f61dd04261b8652,Washington Park Arboretum,Fiddleheads Family Nature Class,"Fiddleheads Family Nature Class this winter, and make connections with the natural world that will last a lifetime. Through science-based exploration and outdoor play preschoolers and their caregivers will experience the UW Botanic Gardens using their senses.<br>Class will begin with an opportunity to explore several learning stations based on the week’s theme where your child can practice fine motor skills, sensory investigation, creativity, and pre-math and literacy skills. Then the group will gather together to do a name rhyme and topic introduction before heading out on a hike.<br>Along the way, we will play a game and listen to a story related to the theme. Above all, we will explore and let the natural curiosity of the young ones direct our adventures.",4/29/2015 10:00am,4/29/2015 12:00pm,start,"553d23a4b294237cdf412333,553549d4c7bf45e600d54166",
